game_id,date,start_time,hall,tournament,home_team,home_club,home_school,home_rooms,away_team,away_club,away_school,away_rooms
1,2025-04-25,18:00,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 02,Elverum,,,,Lensbygda,Lensbygda,YDALIR,2.073
1,2025-04-25,18:00,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 02,Elverum,,,,Lensbygda,Lensbygda,YDALIR,2.062
1,2025-04-25,18:00,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 02,Elverum,,,,Lensbygda,Lensbygda,YDALIR,2.043
84,2025-04-25,18:00,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 04,Elverum 3,,,,Rena IL,,,
140,2025-04-25,18:00,Terningen Arena,Elverum Yngres Cup - Jenter 14 år - 01,Varde,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A",Elverum,,,
2,2025-04-25,18:19,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 02,Gjøvik HK 2,,,,Storhamar 2,Storhamar,ELVERUM UNGDOMSSKOLE,B301
85,2025-04-25,18:19,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 04,Koppang,Koppang,YDALIR,1.080,Søndre Land,,,
85,2025-04-25,18:19,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 04,Koppang,Koppang,YDALIR,1.084,Søndre Land,,,
3,2025-04-25,18:38,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 01,Koppang Håndballklubb 2,,,,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306
3,2025-04-25,18:38,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 01,Koppang Håndballklubb 2,,,,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303
3,2025-04-25,18:38,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 01,Koppang Håndballklubb 2,,,,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305
3,2025-04-25,18:38,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 01,Koppang Håndballklubb 2,,,,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B304
86,2025-04-25,18:38,Elvishallen,Elverum Yngres Cup - Gutter 12 år - 02,Kolbu KK,Kolbu IL,YDALIR,2.039,Elverum 2,,,
141,2025-04-25,18:46,Terningen Arena,Elverum Yngres Cup - Jenter 14 år - 02,Utleira,Utleira,ELVIS,E163,Varde 2,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
141,2025-04-25,18:46,Terningen Arena,Elverum Yngres Cup - Jenter 14 år - 02,Utleira,Utleira,ELVIS,E162,Varde 2,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
4,2025-04-25,18:57,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 01,Gjøvik HK,Gjøvik HK,FRYDENLUND,B117,Varde 2,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
4,2025-04-25,18:57,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 01,Gjøvik HK,Gjøvik HK,FRYDENLUND,B118,Varde 2,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
4,2025-04-25,18:57,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 01,Gjøvik HK,Gjøvik HK,FRYDENLUND,"B120,B121",Varde 2,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
87,2025-04-25,18:57,Elvishallen,Elverum Yngres Cup - Gutter 12 år - 01,Elverum,,,,Hasle-Løren Rød,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B104
5,2025-04-25,19:16,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 03,Ottestad,Ottestad,YDALIR,2.060,Storhamar,Storhamar,ELVERUM UNGDOMSSKOLE,B301
142,2025-04-25,19:32,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 03,Hasle-Løren 2,,,,Utleira,Utleira,ELVIS,E163
142,2025-04-25,19:32,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 03,Hasle-Løren 2,,,,Utleira,Utleira,ELVIS,E162
6,2025-04-25,19:35,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 03,Elverum 2,,,,Trysil,Trysil,YDALIR,2.051
6,2025-04-25,19:35,Elverumshallen,Elverum Yngres Cup - Jenter 12 år - 03,Elverum 2,,,,Trysil,Trysil,YDALIR,2.049
88,2025-04-25,19:39,Elvishallen,Elverum Yngres Cup - Jenter 16 år - 01,Jardar/Asker,Jardar IL,YDALIR,1.065,Skjetten,Skjetten,YDALIR,1.072
7,2025-04-25,19:54,Elverumshallen,Elverum Yngres Cup - Gutter 12 år - 02,Ottestad,Ottestad,YDALIR,2.060,Gjøvik HK 2,,,
143,2025-04-25,19:55,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Elverum,,,,Røros,Røros,ELVERUM UNGDOMSSKOLE,A002
143,2025-04-25,19:55,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Elverum,,,,Røros,Røros,ELVERUM UNGDOMSSKOLE,A104
143,2025-04-25,19:55,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Elverum,,,,Røros,Røros,ELVERUM UNGDOMSSKOLE,A004
143,2025-04-25,19:55,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Elverum,,,,Røros,Røros,ELVERUM UNGDOMSSKOLE,A101
143,2025-04-25,19:55,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Elverum,,,,Røros,Røros,ELVERUM UNGDOMSSKOLE,A103
8,2025-04-25,20:13,Elverumshallen,Elverum Yngres Cup - Gutter 12 år - 01,Ottestad 2,Ottestad,YDALIR,2.060,Gjøvik HK,Gjøvik HK,FRYDENLUND,B117
8,2025-04-25,20:13,Elverumshallen,Elverum Yngres Cup - Gutter 12 år - 01,Ottestad 2,Ottestad,YDALIR,2.060,Gjøvik HK,Gjøvik HK,FRYDENLUND,B118
8,2025-04-25,20:13,Elverumshallen,Elverum Yngres Cup - Gutter 12 år - 01,Ottestad 2,Ottestad,YDALIR,2.060,Gjøvik HK,Gjøvik HK,FRYDENLUND,"B120,B121"
144,2025-04-25,20:18,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Årdalstangen,Årdalstangen,ELVIS,B120,Sverresborg 2,Sverresborg,ELVIS,C126
144,2025-04-25,20:18,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Årdalstangen,Årdalstangen,ELVIS,B120,Sverresborg 2,Sverresborg,ELVIS,C127
144,2025-04-25,20:18,Terningen Arena,Elverum Yngres Cup - Jenter 13 år - 01,Årdalstangen,Årdalstangen,ELVIS,B120,Sverresborg 2,Sverresborg,ELVIS,"C111,C210"
89,2025-04-25,20:25,Elvishallen,Elverum Yngres Cup - Jenter 13 år - 02,Utleira 2,Utleira,ELVIS,E162,Jømna/Heradsbygd,,,
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306,Trysil,Trysil,YDALIR,2.051
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306,Trysil,Trysil,YDALIR,2.049
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303,Trysil,Trysil,YDALIR,2.051
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303,Trysil,Trysil,YDALIR,2.049
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305,Trysil,Trysil,YDALIR,2.051
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305,Trysil,Trysil,YDALIR,2.049
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B304,Trysil,Trysil,YDALIR,2.051
9,2025-04-25,20:32,Elverumshallen,Elverum Yngres Cup - Jenter 13 år - 03,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B304,Trysil,Trysil,YDALIR,2.049
90,2025-04-25,20:48,Elvishallen,Elverum Yngres Cup - Jenter 13 år - 02,Borgen,Borgen IL,FRYDENLUND,D123,Hasle-Løren,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"B203,B204"
10,2025-04-26,08:00,Elverumshallen - Mini 1,Elverum Yngres Cup - Jenter 7 år - 01,Elverum 2,,,,Flisa,,,
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B105,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C110
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B105,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C111
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B106,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C110
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B106,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C111
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"E106,E108,E206",HK Vestre Toten 2,HK Vestre Toten,ELVIS,C110
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"E106,E108,E206",HK Vestre Toten 2,HK Vestre Toten,ELVIS,C111
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B207,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C110
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B207,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C111
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B201,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C110
11,2025-04-26,08:00,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B201,HK Vestre Toten 2,HK Vestre Toten,ELVIS,C111
91,2025-04-26,08:00,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 01,Bøler Blå,,,,Varde 2,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
145,2025-04-26,08:00,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Drøbak/Frogn Blå,Drøbak/Frogn,FRYDENLUND,C123,Jotun/Årdalstangen,,,
191,2025-04-26,08:00,Herneshallen - mini 1,Elverum Yngres Cup - Gutter 8 år,Jømna og Heradsbygd Håndballgruppe,,,,Elverum 3,,,
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A002,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B307
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A002,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B309
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A104,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B307
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A104,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B309
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A004,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B307
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A004,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B309
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A101,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B307
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A101,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B309
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A103,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B307
192,2025-04-26,08:00,Herneshallen - Kortbane,Elverum Yngres Cup - Gutter 9 år,Røros,Røros,ELVERUM UNGDOMSSKOLE,A103,Skarnes,Skarnes,ELVERUM UNGDOMSSKOLE,B309
269,2025-04-26,08:00,Ydalir skole idrettshall - Kortbane,Elverum Yngres Cup - Jenter 10 år - 03,HK Vestre Toten,HK Vestre Toten,ELVIS,C111,Lisleby Gul,Lisleby,FRYDENLUND,D128
269,2025-04-26,08:00,Ydalir skole idrettshall - Kortbane,Elverum Yngres Cup - Jenter 10 år - 03,HK Vestre Toten,HK Vestre Toten,ELVIS,C110,Lisleby Gul,Lisleby,FRYDENLUND,D128
320,2025-04-26,08:00,Søndre Elverum Idrettshall,Elverum Yngres Cup - Jenter 12 år - 02,Jotun,Jotun,ELVIS,B136,Varde,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
320,2025-04-26,08:00,Søndre Elverum Idrettshall,Elverum Yngres Cup - Jenter 12 år - 02,Jotun,Jotun,ELVIS,B137,Varde,Varde IL,ELVERUM UNGDOMSSKOLE,"A011,grupperom i A"
12,2025-04-26,08:19,Elverumshallen - Mini 1,Elverum Yngres Cup - Jenter 7 år - 01,Elverum,,,,Koppang Håndballklubb,,,
13,2025-04-26,08:19,Elverumshallen - Kortbane,Elverum Yngres Cup - Jenter 10 år - 01,Elverum,,,,Sverresborg 3,,,
92,2025-04-26,08:19,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 01,Hasle-Løren Gul,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"B205,B206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306
92,2025-04-26,08:19,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 01,Hasle-Løren Gul,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"B205,B206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303
92,2025-04-26,08:19,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 01,Hasle-Løren Gul,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"B205,B206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305
92,2025-04-26,08:19,Elvishallen,Elverum Yngres Cup - Jenter 12 år - 01,Hasle-Løren Gul,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"B205,B206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B304
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B105,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B105,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B105,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B105,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B304
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B106,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B106,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B106,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B106,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B304
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"E106,E108,E206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"E106,E108,E206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"E106,E108,E206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,"E106,E108,E206",Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B304
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B207,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B306
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B207,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B303
146,2025-04-26,08:19,Terningen Arena,Elverum Yngres Cup - Gutter 11 år,Hasle-Løren Blå,Hasle/Løren,ELVERUM UNGDOMSSKOLE,B207,Ring IL,Ring IL,ELVERUM UNGDOMSSKOLE,B305
